29.86325,77.900035,217,405,870,104,788763,-96,LTE,LTE,38948,116
29.86321,77.900065,222,405,870,104,788763,-97,LTE,LTE,38948,116
29.86320833,77.90009667,222,405,870,104,788763,-101,LTE,LTE,38948,116
29.86321667,77.900105,222,405,870,104,788763,-99,LTE,LTE,38948,116
29.86324333,77.90008667,220,405,870,104,788763,-94,LTE,LTE,38948,116
29.86324333,77.900085,220,405,870,104,788763,-97,LTE,LTE,38948,116
29.86324333,77.900085,220,405,870,104,788763,-97,LTE,LTE,38948,116
29.86324333,77.900085,220,405,870,104,788763,-101,LTE,LTE,38948,116
29.86319,77.90006333,217,405,870,104,788763,-101,LTE,LTE,38948,116
29.86319,77.90006333,217,405,870,104,788763,-100,LTE,LTE,38948,116
29.86319,77.90006333,217,405,870,104,788763,-99,LTE,LTE,38948,116
29.86319,77.90006333,217,405,870,104,788763,-103,LTE,LTE,38948,116
29.86319,77.90006333,217,405,870,104,788763,-105,LTE,LTE,38948,116
29.86319,77.90006333,217,405,870,104,4604179,-104,LTE,LTE,38948,88
29.86319,77.90006333,217,405,870,104,4604179,-99,LTE,LTE,38948,88
29.86317,77.89998333,207,405,870,104,4604176,-98,LTE,LTE,38750,54
29.86317,77.89998333,207,405,870,104,4604176,-99,LTE,LTE,38750,54
29.86317,77.89998333,207,405,870,104,4604176,-98,LTE,LTE,38750,54
29.86317,77.89998333,207,405,870,104,4604176,-100,LTE,LTE,38750,54
29.86317,77.89998333,207,405,870,104,4604176,-101,LTE,LTE,38750,54
29.86317,77.89998333,207,405,870,104,4604176,-102,LTE,LTE,38750,54
29.86317,77.89998333,207,405,870,104,4604176,-101,LTE,LTE,38750,54
29.86317,77.89998333,207,405,870,104,4604176,-99,LTE,LTE,38750,54
29.863215,77.90005,211,405,870,104,4604176,-101,LTE,LTE,38750,54
29.86322667,77.90004667,210,405,870,104,788760,-97,LTE,LTE,38750,358
29.86323,77.90002667,209,405,870,104,788760,-95,LTE,LTE,38750,358
29.863245,77.90003,210,405,870,104,788760,-99,LTE,LTE,38750,358
29.86324,77.900025,212,405,870,104,788760,-98,LTE,LTE,38750,358
29.86325333,77.90002167,213,405,870,104,788760,-97,LTE,LTE,38750,358
29.86327,77.90004,214,405,870,104,4604176,-94,LTE,LTE,38750,54
29.863275,77.90003167,215,405,870,104,788760,-98,LTE,LTE,38750,358
29.86327,77.90004,214,405,870,104,4604176,-94,LTE,LTE,38750,54
29.86329167,77.900025,216,405,870,104,788760,-96,LTE,LTE,38750,358
29.86331,77.90001833,217,405,870,104,788760,-97,LTE,LTE,38750,358
29.86332333,77.900025,217,405,870,104,788760,-100,LTE,LTE,38750,358
29.86333167,77.900035,217,405,870,104,4604176,-96,LTE,LTE,38750,54
29.863385,77.90004333,216,405,870,104,4604176,-97,LTE,LTE,38750,54
29.86339333,77.90001833,217,405,870,104,4604176,-99,LTE,LTE,38750,54
29.86339167,77.89999833,218,405,870,104,4604176,-96,LTE,LTE,38750,54
29.86339333,77.89996,221,405,870,104,4604176,-95,LTE,LTE,38750,54
29.86340167,77.89995,224,405,870,104,4604176,-97,LTE,LTE,38750,54
29.86340833,77.89993667,225,405,870,104,4604176,-98,LTE,LTE,38750,54
29.86340167,77.89991333,226,405,870,104,4604176,-99,LTE,LTE,38750,54
29.86338833,77.89990833,226,405,870,104,4604176,-97,LTE,LTE,38750,54
29.86337167,77.8999,230,405,870,104,4604176,-99,LTE,LTE,38750,54
29.86337,77.899895,231,405,870,104,4604176,-98,LTE,LTE,38750,54
29.86337,77.899895,231,405,870,104,4604176,-96,LTE,LTE,38750,54
29.86337,77.899895,231,405,870,104,4604176,-98,LTE,LTE,38750,54
29.86330667,77.89983667,235,405,870,104,4604176,-100,LTE,LTE,38750,54
29.86330167,77.89982333,236,405,870,104,4604176,-99,LTE,LTE,38750,54
