Timestamp,Longitude,Latitude,Operatorname,NetworkTech,Level,Speed,Altitude,Filemark
2025.04.02_19.08.06,77.899958,29.86422,JIO4G,4G,-98,3,220,
2025.04.02_19.08.12,77.899868,29.864273,JIO4G,4G,-97,3,221,
2025.04.02_19.08.21,77.899771,29.864238,JIO4G,4G,-92,3,222,
2025.04.02_19.08.31,77.899695,29.864153,JIO4G,4G,-96,3,223,
2025.04.02_19.08.38,77.899593,29.864106,JIO4G,4G,-93,4,223,
2025.04.02_19.08.50,77.899486,29.864076,JIO4G,4G,-92,3,219,
2025.04.02_19.08.57,77.899373,29.864048,JIO4G,4G,-91,4,221,
2025.04.02_19.09.06,77.899268,29.864033,JIO4G,4G,-91,3,218,
2025.04.02_19.09.14,77.899163,29.864026,JIO4G,4G,-95,4,222,
2025.04.02_19.09.21,77.899051,29.864015,JIO4G,4G,-96,4,225,
2025.04.02_19.09.29,77.89894,29.864006,JIO4G,4G,-96,3,224,
2025.04.02_19.09.37,77.89883,29.864011,JIO4G,4G,-95,3,224,
2025.04.02_19.09.46,77.898723,29.863998,JIO4G,4G,-93,3,227,
2025.04.02_19.09.53,77.898615,29.864011,JIO4G,4G,-90,3,228,
2025.04.02_19.10.03,77.89851,29.863993,JIO4G,4G,-91,3,227,
2025.04.02_19.10.10,77.898406,29.86404,JIO4G,4G,-91,3,226,
2025.04.02_19.10.17,77.898298,29.864034,JIO4G,4G,-91,3,225,
2025.04.02_19.10.26,77.898186,29.864023,JIO4G,4G,-86,3,225,
2025.04.02_19.10.33,77.898081,29.864025,JIO4G,4G,-89,3,224,
2025.04.02_19.10.40,77.897975,29.864018,JIO4G,4G,-88,3,225,
2025.04.02_19.10.47,77.897868,29.86398,JIO4G,4G,-91,4,230,
2025.04.02_19.10.57,77.89776,29.864001,JIO4G,4G,-90,4,231,
2025.04.02_19.11.05,77.897646,29.864026,JIO4G,4G,-87,3,225,
2025.04.02_19.11.13,77.897541,29.864038,JIO4G,4G,-86,4,223,
2025.04.02_19.11.23,77.897435,29.864038,JIO4G,4G,-86,3,222,
2025.04.02_19.11.30,77.897321,29.864023,JIO4G,4G,-86,3,226,
2025.04.02_19.11.36,77.89721,29.864033,JIO4G,4G,-85,4,225,
2025.04.02_19.11.44,77.897093,29.864033,JIO4G,4G,-84,3,226,
2025.04.02_19.11.51,77.896983,29.864019,JIO4G,4G,-86,4,228,
2025.04.02_19.11.58,77.896876,29.864006,JIO4G,4G,-83,3,230,
2025.04.02_19.12.09,77.896761,29.864031,JIO4G,4G,-83,4,234,
2025.04.02_19.12.17,77.896641,29.864033,JIO4G,4G,-84,5,238,
2025.04.02_19.12.24,77.896533,29.864026,JIO4G,4G,-82,4,239,
2025.04.02_19.12.32,77.89642,29.864028,JIO4G,4G,-82,4,238,
2025.04.02_19.12.38,77.896301,29.864013,JIO4G,4G,-84,4,241,
2025.04.02_19.12.44,77.8962,29.864036,JIO4G,4G,-83,4,237,
2025.04.02_19.12.51,77.896091,29.864068,JIO4G,4G,-81,4,233,
2025.04.02_19.13.02,77.895974,29.864064,JIO4G,4G,-82,3,230,
2025.04.02_19.13.08,77.895858,29.864063,JIO4G,4G,-84,3,230,
2025.04.02_19.13.14,77.895743,29.86407,JIO4G,4G,-84,4,230,
2025.04.02_19.13.22,77.895636,29.864061,JIO4G,4G,-86,4,231,
2025.04.02_19.13.28,77.895521,29.864063,JIO4G,4G,-85,4,227,
2025.04.02_19.13.35,77.895415,29.864026,JIO4G,4G,-88,4,226,
2025.04.02_19.13.45,77.895391,29.863928,JIO4G,4G,-87,3,225,
2025.04.02_19.13.53,77.895443,29.863848,JIO4G,4G,-89,2,224,
2025.04.02_19.13.58,77.895443,29.863848,JIO4G,4G,-86,2,224,
2025.04.02_19.14.03,77.895455,29.863755,JIO4G,4G,-85,3,229,
2025.04.02_19.14.10,77.895483,29.863633,JIO4G,4G,-84,3,229,
2025.04.02_19.14.20,77.895385,29.863568,JIO4G,4G,-85,0,235,
2025.04.02_19.14.35,77.895416,29.863478,JIO4G,4G,-94,0,243,
2025.04.02_19.14.40,77.895545,29.863508,JIO4G,4G,-100,0,246,
2025.04.02_19.14.46,77.89559,29.863591,JIO4G,4G,-97,0,247,
2025.04.02_19.15.14,77.89559,29.863591,JIO4G,4G,-102,0,247,
2025.04.02_19.15.22,77.89559,29.863591,JIO4G,4G,-91,0,247,
2025.04.02_19.15.26,77.89559,29.863591,JIO4G,4G,-102,0,247,
2025.04.02_19.15.31,77.89559,29.863591,JIO4G,4G,-101,0,247,
2025.04.02_19.15.57,77.895395,29.863415,JIO4G,4G,-86,0,232,
2025.04.02_19.16.00,77.895395,29.863415,JIO4G,2G,-113,0,232,
2025.04.02_19.16.02,77.895395,29.863415,JIO4G,4G,-92,0,232,
2025.04.02_19.16.03,77.89531,29.863475,JIO4G,4G,-92,2,225,
2025.04.02_19.16.31,77.89535,29.863561,JIO4G,4G,-89,3,229,
2025.04.02_19.16.40,77.895298,29.863646,JIO4G,4G,-86,3,229,
2025.04.02_19.16.47,77.895334,29.863733,JIO4G,4G,-86,4,225,
2025.04.02_19.16.59,77.895296,29.863818,JIO4G,4G,-94,3,222,
2025.04.02_19.17.01,77.895296,29.863818,JIO4G,4G,-88,3,222,
2025.04.02_19.17.06,77.895306,29.863908,JIO4G,4G,-87,4,222,
2025.04.02_19.17.08,77.895306,29.863908,JIO4G,2G,-113,4,222,
2025.04.02_19.17.11,77.895306,29.863908,JIO4G,4G,-87,4,222,
2025.04.02_19.17.16,77.895246,29.863983,JIO4G,4G,-87,4,224,
2025.04.02_19.17.55,77.895206,29.864073,JIO4G,4G,-84,0,227,
2025.04.02_19.18.02,77.89527,29.864158,JIO4G,4G,-84,0,228,
2025.04.02_19.18.07,77.895381,29.864178,JIO4G,4G,-87,6,229,
2025.04.02_19.18.12,77.895508,29.864151,JIO4G,4G,-84,8,231,
2025.04.02_19.18.15,77.895614,29.864126,JIO4G,4G,-84,8,231,
2025.04.02_19.18.19,77.895738,29.864121,JIO4G,4G,-80,9,232,
2025.04.02_19.18.23,77.895865,29.864109,JIO4G,4G,-80,10,236,
2025.04.02_19.18.27,77.895995,29.864091,JIO4G,4G,-79,10,240,
2025.04.02_19.18.30,77.896098,29.864063,JIO4G,4G,-76,10,244,
2025.04.02_19.18.33,77.896211,29.864034,JIO4G,4G,-80,9,247,
2025.04.02_19.18.36,77.89632,29.864005,JIO4G,4G,-82,9,250,
2025.04.02_19.18.40,77.896458,29.864006,JIO4G,4G,-77,8,252,
2025.04.02_19.18.43,77.896596,29.864028,JIO4G,4G,-82,10,252,
2025.04.02_19.18.46,77.896736,29.864028,JIO4G,4G,-81,12,250,
2025.04.02_19.18.49,77.896895,29.86403,JIO4G,4G,-84,14,247,
2025.04.02_19.18.51,77.897005,29.864026,JIO4G,4G,-80,15,247,
2025.04.02_19.18.54,77.897161,29.864033,JIO4G,4G,-84,15,245,
2025.04.02_19.18.57,77.897291,29.864045,JIO4G,4G,-83,15,245,
2025.04.02_19.19.00,77.897416,29.864048,JIO4G,4G,-83,15,242,
2025.04.02_19.19.03,77.897525,29.864041,JIO4G,4G,-86,13,242,
2025.04.02_19.19.07,77.897655,29.864041,JIO4G,4G,-87,12,244,
2025.04.02_19.19.10,77.897801,29.864034,JIO4G,4G,-87,12,246,
2025.04.02_19.19.13,77.897938,29.864045,JIO4G,4G,-87,13,245,
2025.04.02_19.19.16,77.89806,29.864048,JIO4G,4G,-85,14,246,
2025.04.02_19.19.19,77.898183,29.864053,JIO4G,4G,-89,14,246,
2025.04.02_19.19.23,77.898316,29.864041,JIO4G,4G,-88,13,243,
2025.04.02_19.19.26,77.898448,29.86403,JIO4G,4G,-89,13,242,
2025.04.02_19.19.29,77.898586,29.864018,JIO4G,4G,-85,12,242,
2025.04.02_19.19.32,77.89872,29.864038,JIO4G,4G,-91,12,238,
2025.04.02_19.19.35,77.898836,29.86405,JIO4G,4G,-94,12,234,
2025.04.02_19.19.39,77.898983,29.864025,JIO4G,4G,-92,12,236,
2025.04.02_19.19.42,77.899085,29.863986,JIO4G,4G,-93,12,238,
2025.04.02_19.19.46,77.899224,29.863963,JIO4G,4G,-95,12,244,
2025.04.02_19.19.49,77.899358,29.863986,JIO4G,4G,-92,12,248,
2025.04.02_19.19.52,77.89947,29.864021,JIO4G,4G,-93,11,249,
2025.04.02_19.19.54,77.89957,29.864055,JIO4G,4G,-92,11,249,
2025.04.02_19.19.57,77.899688,29.864079,JIO4G,4G,-94,11,248,
2025.04.02_19.20.00,77.899775,29.864158,JIO4G,4G,-92,10,245,
2025.04.02_19.20.05,77.899858,29.864221,JIO4G,4G,-93,6,239,
2025.04.02_19.20.45,77.89984,29.864328,JIO4G,4G,-96,0,221,
2025.04.02_19.20.50,77.899938,29.864386,JIO4G,4G,-97,0,220,
2025.04.02_19.20.54,77.900068,29.864415,JIO4G,4G,-95,0,222,
2025.04.02_19.20.57,77.900169,29.864463,JIO4G,4G,-98,10,224,
2025.04.02_19.21.01,77.900268,29.864495,JIO4G,4G,-94,11,227,
2025.04.02_19.21.06,77.900375,29.86445,JIO4G,4G,-104,10,229,
2025.04.02_19.21.10,77.900448,29.864353,JIO4G,4G,-107,10,233,
2025.04.02_19.21.14,77.900545,29.864285,JIO4G,4G,-108,10,235,
2025.04.02_19.21.17,77.900613,29.864214,JIO4G,4G,-109,11,235,
2025.04.02_19.21.20,77.900686,29.864136,JIO4G,4G,-105,11,235,
2025.04.02_19.21.23,77.900743,29.86406,JIO4G,4G,-100,11,234,
2025.04.02_19.21.26,77.900766,29.863955,JIO4G,4G,-96,11,232,
2025.04.02_19.21.30,77.900799,29.863846,JIO4G,4G,-97,10,233,
2025.04.02_19.21.33,77.900848,29.863758,JIO4G,4G,-99,10,235,
2025.04.02_19.21.36,77.900926,29.863688,JIO4G,4G,-103,11,235,
2025.04.02_19.21.39,77.900993,29.86361,JIO4G,4G,-100,11,235,
2025.04.02_19.21.40,77.900993,29.86361,JIO4G,4G,-98,11,235,
2025.04.02_19.21.43,77.901063,29.863515,JIO4G,4G,-105,12,235,
2025.04.02_19.21.45,77.901063,29.863515,JIO4G,4G,-111,12,235,
2025.04.02_19.21.48,77.901145,29.863441,JIO4G,4G,-111,10,234,
2025.04.02_19.22.03,77.901098,29.863536,JIO4G,4G,-112,4,248,
2025.04.02_19.22.06,77.901045,29.863621,JIO4G,4G,-113,6,252,
2025.04.02_19.22.13,77.900961,29.863701,JIO4G,4G,-109,8,251,
2025.04.02_19.22.21,77.900868,29.863641,JIO4G,4G,-102,7,244,
2025.04.02_19.22.26,77.900821,29.863535,JIO4G,4G,-105,8,239,
2025.04.02_19.22.29,77.900735,29.863453,JIO4G,4G,-104,10,238,
2025.04.02_19.22.32,77.900645,29.863406,JIO4G,4G,-105,12,236,
2025.04.02_19.22.36,77.900548,29.863356,JIO4G,4G,-103,12,235,
2025.04.02_19.22.40,77.900548,29.863356,JIO4G,4G,-101,12,235,
2025.04.02_19.22.47,77.900678,29.863418,JIO4G,4G,-107,8,234,
2025.04.02_19.22.50,77.90074,29.863496,JIO4G,4G,-103,9,236,
2025.04.02_19.23.08,77.900693,29.863605,JIO4G,4G,-96,1,235,
2025.04.02_19.23.13,77.900711,29.863701,JIO4G,4G,-97,3,233,
2025.04.02_19.23.21,77.900783,29.863603,JIO4G,4G,-97,2,231,
2025.04.02_19.23.26,77.900841,29.86352,JIO4G,4G,-96,1,228,
2025.04.02_19.23.46,77.900876,29.863434,JIO4G,4G,-102,0,232,
2025.04.21_18.03.20,77.896466,29.862008,JIO4G,4G,-78,0,252,
2025.04.21_18.03.31,77.896471,29.861916,JIO4G,4G,-79,1,247,
2025.04.21_18.03.41,77.896471,29.861916,JIO4G,4G,-78,1,247,
2025.04.21_18.03.46,77.896471,29.861916,JIO4G,4G,-83,0,247,
2025.04.21_18.04.17,77.896408,29.861998,JIO4G,4G,-81,0,245,
2025.04.21_18.04.20,77.896281,29.862,JIO4G,4G,-81,0,243,
2025.04.21_18.04.24,77.896168,29.862025,JIO4G,4G,-77,11,241,
2025.04.21_18.04.27,77.896068,29.862066,JIO4G,4G,-77,12,242,
2025.04.21_18.04.31,77.895929,29.862051,JIO4G,4G,-77,11,240,
2025.04.21_18.04.34,77.895805,29.862046,JIO4G,4G,-74,11,239,
2025.04.21_18.04.37,77.895676,29.862068,JIO4G,4G,-74,11,237,
2025.04.21_18.04.40,77.895533,29.862113,JIO4G,4G,-76,11,233,
2025.04.21_18.04.43,77.895406,29.862173,JIO4G,4G,-73,12,233,
2025.04.21_18.04.46,77.895308,29.86225,JIO4G,4G,-73,14,233,
2025.04.21_18.04.49,77.895246,29.862358,JIO4G,4G,-73,14,233,
2025.04.21_18.04.51,77.895273,29.862458,JIO4G,4G,-73,14,231,
2025.04.21_18.04.54,77.895299,29.862599,JIO4G,4G,-64,15,232,
2025.04.21_18.04.56,77.89532,29.862716,JIO4G,4G,-64,15,234,
2025.04.21_18.04.58,77.895338,29.862824,JIO4G,4G,-64,16,237,
2025.04.21_18.05.00,77.895341,29.862918,JIO4G,4G,-64,17,239,
2025.04.21_18.05.03,77.895346,29.86301,JIO4G,4G,-77,16,241,
2025.04.21_18.05.07,77.895355,29.863111,JIO4G,4G,-77,13,243,
2025.04.21_18.05.11,77.89543,29.86319,JIO4G,4G,-77,10,239,
2025.04.21_18.05.14,77.895543,29.863183,JIO4G,4G,-75,10,239,
2025.04.21_18.05.18,77.895653,29.863165,JIO4G,4G,-75,11,240,
2025.04.21_18.05.21,77.89581,29.86316,JIO4G,4G,-75,13,240,
2025.04.21_18.05.23,77.895935,29.86315,JIO4G,4G,-75,14,240,
2025.04.21_18.05.25,77.896081,29.863131,JIO4G,4G,-75,17,240,
2025.04.21_18.05.27,77.896218,29.863133,JIO4G,4G,-75,19,239,
2025.04.21_18.05.29,77.896355,29.863131,JIO4G,4G,-75,21,240,
2025.04.21_18.05.31,77.896468,29.863125,JIO4G,4G,-75,21,241,
2025.04.21_18.05.33,77.89659,29.86312,JIO4G,4G,-85,21,242,
2025.04.21_18.05.35,77.896718,29.86311,JIO4G,4G,-80,21,244,
2025.04.21_18.05.37,77.89687,29.863093,JIO4G,4G,-80,20,246,
2025.04.21_18.05.39,77.896995,29.86311,JIO4G,4G,-80,20,245,
2025.04.21_18.05.40,77.896995,29.86311,JIO4G,4G,-77,20,245,
2025.04.21_18.05.42,77.89715,29.863113,JIO4G,4G,-74,19,242,
2025.04.21_18.05.45,77.897295,29.863094,JIO4G,4G,-67,18,241,
2025.04.21_18.05.48,77.897443,29.863086,JIO4G,4G,-64,16,241,
2025.04.21_18.05.50,77.897606,29.863048,JIO4G,4G,-67,17,240,
2025.04.21_18.05.52,77.897698,29.862953,JIO4G,4G,-79,18,240,
2025.04.21_18.05.54,77.89776,29.862846,JIO4G,4G,-74,19,238,
2025.04.21_18.05.56,77.89779,29.862743,JIO4G,4G,-74,20,236,
2025.04.21_18.05.58,77.897798,29.862611,JIO4G,4G,-74,21,235,
2025.04.21_18.06.00,77.89779,29.86249,JIO4G,4G,-74,20,235,
2025.04.21_18.06.02,77.897803,29.862366,JIO4G,4G,-74,20,236,
2025.04.21_18.06.04,77.897851,29.862284,JIO4G,4G,-74,19,239,
2025.04.21_18.06.07,77.898,29.86225,JIO4G,4G,-62,17,240,
2025.04.21_18.06.09,77.898138,29.862243,JIO4G,4G,-62,16,241,
2025.04.21_18.06.11,77.898285,29.862199,JIO4G,4G,-62,15,242,
2025.04.21_18.06.14,77.898425,29.862163,JIO4G,4G,-62,15,243,
2025.04.21_18.06.17,77.898583,29.862153,JIO4G,4G,-72,15,243,
2025.04.21_18.06.20,77.898696,29.862161,JIO4G,4G,-72,13,244,
2025.04.21_18.06.27,77.898798,29.862198,JIO4G,4G,-66,6,248,
2025.04.21_18.06.51,77.898711,29.86225,JIO4G,4G,-72,2,254,
2025.04.21_18.06.55,77.898585,29.862256,JIO4G,4G,-72,0,254,
2025.04.21_18.06.58,77.898453,29.86226,JIO4G,4G,-75,0,252,
2025.04.21_18.07.02,77.898296,29.862291,JIO4G,4G,-75,9,254,
2025.04.21_18.07.05,77.898173,29.862306,JIO4G,4G,-75,9,255,
2025.04.21_18.07.08,77.898093,29.862388,JIO4G,4G,-74,10,255,
2025.04.21_18.07.11,77.898031,29.86249,JIO4G,4G,-74,10,256,
2025.04.21_18.07.14,77.897993,29.86258,JIO4G,4G,-74,10,257,
2025.04.21_18.07.17,77.89798,29.862685,JIO4G,4G,-79,10,259,
2025.04.21_18.07.19,77.897944,29.862775,JIO4G,4G,-80,10,258,
2025.04.21_18.07.22,77.897809,29.862856,JIO4G,4G,-79,11,260,
2025.04.21_18.07.24,77.8977,29.862873,JIO4G,4G,-79,13,260,
2025.04.21_18.07.26,77.897581,29.862908,JIO4G,4G,-79,14,260,
2025.04.21_18.07.28,77.897458,29.86293,JIO4G,4G,-79,14,259,
2025.04.21_18.07.30,77.897351,29.862938,JIO4G,4G,-74,15,259,
2025.04.21_18.07.33,77.8972,29.862946,JIO4G,4G,-74,15,258,
2025.04.21_18.07.35,77.897076,29.862951,JIO4G,4G,-74,16,258,
2025.04.21_18.07.37,77.89696,29.862968,JIO4G,4G,-80,16,258,
2025.04.21_18.07.39,77.89683,29.863004,JIO4G,4G,-81,16,258,
2025.04.21_18.07.42,77.89667,29.863036,JIO4G,4G,-81,17,258,
2025.04.21_18.07.45,77.896523,29.863045,JIO4G,4G,-81,17,258,
2025.04.21_18.07.48,77.896523,29.863045,JIO4G,4G,-83,17,258,
2025.04.21_18.07.48,77.896386,29.863071,JIO4G,4G,-83,16,259,
2025.04.21_18.07.51,77.896245,29.863106,JIO4G,4G,-83,16,261,
2025.04.21_18.07.53,77.896126,29.863118,JIO4G,4G,-83,15,262,
2025.04.21_18.07.55,77.896015,29.863118,JIO4G,4G,-83,16,262,
2025.04.21_18.07.57,77.895878,29.863133,JIO4G,4G,-83,16,259,
2025.04.21_18.07.59,77.895755,29.863158,JIO4G,4G,-89,16,260,
2025.04.21_18.08.02,77.89561,29.863175,JIO4G,4G,-89,16,261,
2025.04.21_18.08.05,77.895488,29.863186,JIO4G,4G,-89,16,261,
2025.04.21_18.08.08,77.89536,29.863195,JIO4G,4G,-89,15,262,
2025.04.21_18.08.09,77.89536,29.863195,JIO4G,4G,-75,15,262,
2025.04.21_18.08.11,77.895288,29.863261,JIO4G,4G,-75,15,263,
2025.04.21_18.08.13,77.895266,29.863351,JIO4G,4G,-75,16,264,
2025.04.21_18.08.15,77.895285,29.863468,JIO4G,4G,-75,17,264,
2025.04.21_18.08.17,77.895306,29.863583,JIO4G,4G,-75,18,264,
2025.04.21_18.08.19,77.895331,29.863708,JIO4G,4G,-84,19,262,
2025.04.21_18.08.21,77.895343,29.863828,JIO4G,4G,-84,20,262,
2025.04.21_18.08.23,77.89535,29.863948,JIO4G,4G,-84,21,263,
2025.04.21_18.08.25,77.89536,29.864048,JIO4G,4G,-84,21,264,
2025.04.21_18.08.26,77.89536,29.864048,JIO4G,4G,-84,21,264,
2025.04.21_18.08.27,77.895338,29.864138,JIO4G,4G,-84,20,263,
2025.04.21_18.08.30,77.895375,29.864246,JIO4G,4G,-85,18,263,
2025.04.21_18.08.33,77.895513,29.864223,JIO4G,4G,-86,16,263,
2025.04.21_18.08.35,77.895656,29.864191,JIO4G,4G,-86,16,263,
2025.04.21_18.08.37,77.895783,29.864173,JIO4G,4G,-86,15,263,
2025.04.21_18.08.39,77.895896,29.864158,JIO4G,4G,-86,16,263,
2025.04.21_18.08.41,77.896006,29.864148,JIO4G,4G,-75,17,262,
2025.04.21_18.08.43,77.896136,29.864124,JIO4G,4G,-75,19,260,
2025.04.21_18.08.45,77.896266,29.864111,JIO4G,4G,-75,19,260,
2025.04.21_18.08.47,77.896405,29.864103,JIO4G,4G,-75,20,259,
2025.04.21_18.08.49,77.896528,29.864103,JIO4G,4G,-75,20,259,
2025.04.21_18.08.51,77.896661,29.864095,JIO4G,4G,-76,20,256,
2025.04.21_18.08.54,77.896796,29.864086,JIO4G,4G,-76,19,256,
2025.04.21_18.08.57,77.896848,29.864008,JIO4G,4G,-76,17,258,
2025.04.21_18.08.59,77.896858,29.863913,JIO4G,4G,-76,16,258,
2025.04.21_18.09.01,77.896875,29.863808,JIO4G,4G,-76,16,257,
2025.04.21_18.09.04,77.896873,29.863678,JIO4G,4G,-83,16,257,
2025.04.21_18.09.06,77.896864,29.863588,JIO4G,4G,-83,16,257,
2025.04.21_18.09.08,77.896853,29.863491,JIO4G,4G,-83,17,257,
2025.04.21_18.09.11,77.896848,29.863366,JIO4G,4G,-83,16,256,
2025.04.21_18.09.13,77.89685,29.863274,JIO4G,4G,-84,16,254,
2025.04.21_18.09.16,77.89689,29.863176,JIO4G,4G,-84,14,253,
2025.04.21_18.09.19,77.896888,29.863071,JIO4G,4G,-84,13,253,
2025.04.21_18.09.22,77.896855,29.86298,JIO4G,4G,-80,12,252,
2025.04.21_18.09.25,77.896781,29.862913,JIO4G,4G,-80,0,251,
2025.04.21_18.09.28,77.896736,29.862826,JIO4G,4G,-80,11,250,
2025.04.21_18.09.32,77.896716,29.862725,JIO4G,4G,-80,10,250,
2025.04.21_18.09.35,77.896721,29.862606,JIO4G,4G,-80,10,250,
2025.04.21_18.09.38,77.896725,29.862488,JIO4G,4G,-80,11,249,
2025.04.21_18.09.41,77.896706,29.862379,JIO4G,4G,-86,11,249,
2025.04.21_18.09.42,77.896706,29.862379,JIO4G,2G,-113,11,249,
2025.04.21_18.09.46,77.896621,29.862313,JIO4G,2G,-113,10,259,
2025.04.21_18.09.49,77.896568,29.862208,JIO4G,2G,-113,9,261,
2025.04.21_18.09.53,77.896568,29.862208,JIO4G,4G,-82,9,261,
2025.04.21_18.10.01,77.896588,29.862306,JIO4G,4G,-82,6,270,
2025.04.21_18.10.05,77.896611,29.862411,JIO4G,4G,-87,8,271,
2025.04.21_18.10.09,77.89662,29.862526,JIO4G,4G,-87,10,272,
2025.04.21_18.10.13,77.89662,29.862526,JIO4G,4G,-81,10,272,
2025.04.21_18.10.13,77.896638,29.862628,JIO4G,4G,-81,11,272,
2025.04.21_18.10.16,77.89671,29.862695,JIO4G,4G,-81,10,271,
2025.04.21_18.10.19,77.896778,29.862815,JIO4G,4G,-81,9,269,
2025.04.21_18.10.22,77.896826,29.86295,JIO4G,4G,-85,10,266,
2025.04.21_18.10.23,77.896826,29.86295,JIO4G,4G,-80,10,266,
2025.04.21_18.10.25,77.896891,29.86307,JIO4G,4G,-80,11,265,
2025.04.21_18.10.27,77.896943,29.863166,JIO4G,4G,-80,12,264,
2025.04.21_18.10.30,77.89695,29.863305,JIO4G,4G,-80,13,262,
2025.04.21_18.10.32,77.896941,29.863396,JIO4G,4G,-80,14,262,
2025.04.21_18.10.35,77.896931,29.863528,JIO4G,4G,-89,14,263,
2025.04.21_18.10.38,77.8969,29.863653,JIO4G,4G,-89,14,263,
2025.04.21_18.10.40,77.89685,29.863748,JIO4G,4G,-83,14,262,
2025.04.21_18.10.43,77.89685,29.863748,JIO4G,4G,-85,14,262,
2025.04.21_18.10.43,77.896855,29.86386,JIO4G,4G,-85,14,262,
2025.04.21_18.10.46,77.896908,29.863956,JIO4G,4G,-85,14,260,
2025.04.21_18.10.51,77.896896,29.864046,JIO4G,4G,-85,10,259,
2025.04.21_18.11.00,77.897013,29.864103,JIO4G,4G,-86,4,257,
2025.04.21_18.11.03,77.897153,29.864126,JIO4G,4G,-88,7,257,
2025.04.21_18.11.06,77.897256,29.864135,JIO4G,4G,-89,9,255,
2025.04.21_18.11.09,77.897256,29.864135,JIO4G,4G,-87,9,255,
2025.04.21_18.11.10,77.897386,29.864143,JIO4G,4G,-87,11,255,
2025.04.21_18.11.14,77.897386,29.864143,JIO4G,4G,-85,11,255,
2025.04.21_18.11.14,77.89752,29.86415,JIO4G,4G,-85,11,252,
2025.04.21_18.11.18,77.897655,29.86415,JIO4G,4G,-85,11,251,
2025.04.21_18.11.21,77.897758,29.864143,JIO4G,4G,-85,11,249,
2025.04.21_18.11.24,77.89786,29.864088,JIO4G,4G,-89,11,248,
2025.04.21_18.11.27,77.897925,29.863974,JIO4G,4G,-89,12,246,
2025.04.21_18.11.30,77.897943,29.863861,JIO4G,4G,-89,13,245,
2025.04.21_18.11.33,77.897935,29.863756,JIO4G,4G,-89,14,247,
2025.04.21_18.11.35,77.89793,29.863661,JIO4G,4G,-91,14,248,
2025.04.21_18.11.38,77.89793,29.863661,JIO4G,4G,-88,14,248,
2025.04.21_18.11.38,77.897941,29.863526,JIO4G,4G,-88,14,249,
2025.04.21_18.11.40,77.897921,29.863434,JIO4G,4G,-88,14,250,
2025.04.21_18.11.43,77.897905,29.863313,JIO4G,4G,-88,15,248,
2025.04.21_18.11.46,77.897895,29.863218,JIO4G,4G,-83,15,247,
2025.04.21_18.11.49,77.897921,29.863118,JIO4G,4G,-83,14,249,
2025.04.21_18.11.54,77.898025,29.863108,JIO4G,4G,-80,11,246,
2025.04.21_18.11.58,77.898128,29.863153,JIO4G,4G,-80,10,246,
2025.04.21_18.12.01,77.89824,29.863118,JIO4G,4G,-80,10,247,
2025.04.21_18.12.04,77.89835,29.863083,JIO4G,4G,-89,11,247,
2025.04.21_18.12.07,77.898466,29.863051,JIO4G,4G,-89,12,247,
2025.04.21_18.12.10,77.898594,29.863025,JIO4G,4G,-89,13,246,
2025.04.21_18.12.13,77.898729,29.863001,JIO4G,4G,-89,14,246,
2025.04.21_18.12.15,77.898836,29.862973,JIO4G,4G,-92,14,245,
2025.04.21_18.12.17,77.898946,29.862946,JIO4G,4G,-92,14,243,
2025.04.21_18.12.20,77.899096,29.862921,JIO4G,4G,-92,14,239,
2025.04.21_18.12.23,77.899246,29.862908,JIO4G,4G,-92,14,237,
2025.04.21_18.12.25,77.899359,29.862901,JIO4G,4G,-95,15,238,
2025.04.21_18.12.27,77.899494,29.86288,JIO4G,4G,-95,16,237,
2025.04.21_18.12.29,77.899616,29.862878,JIO4G,4G,-95,17,237,
2025.04.21_18.12.31,77.899745,29.8629,JIO4G,4G,-95,19,237,
2025.04.21_18.12.33,77.899856,29.862905,JIO4G,4G,-95,20,236,
2025.04.21_18.12.36,77.899956,29.862865,JIO4G,4G,-95,18,234,
2025.04.21_18.12.38,77.899971,29.862741,JIO4G,4G,-95,17,233,
2025.04.21_18.12.40,77.899955,29.862648,JIO4G,4G,-95,16,233,
2025.04.21_18.12.43,77.899908,29.86253,JIO4G,4G,-95,15,240,
2025.04.21_18.12.47,77.899869,29.862424,JIO4G,4G,-86,15,246,
2025.04.21_18.12.50,77.89989,29.862328,JIO4G,4G,-86,13,249,
2025.04.21_18.12.54,77.899995,29.862293,JIO4G,4G,-86,9,248,
2025.04.21_18.13.17,77.9001,29.862275,JIO4G,4G,-94,0,240,
2025.04.21_18.13.45,77.900165,29.862198,JIO4G,4G,-97,0,249,
2025.04.21_18.14.02,77.900186,29.862288,JIO4G,4G,-93,0,251,
2025.04.21_18.15.00,77.900106,29.862221,JIO4G,4G,-94,0,254,
2025.04.21_18.15.56,77.900055,29.862301,JIO4G,4G,-93,0,250,
2025.04.21_18.16.57,77.900161,29.86231,JIO4G,4G,-97,0,239,
2025.04.21_18.17.11,77.900255,29.862351,JIO4G,4G,-96,6,227,
2025.04.21_18.17.21,77.900151,29.86237,JIO4G,4G,-90,2,218,
2025.04.21_18.17.35,77.900131,29.862273,JIO4G,4G,-90,0,222,
2025.04.21_18.17.42,77.900118,29.862181,JIO4G,4G,-94,0,221,
2025.04.21_18.18.09,77.90003,29.862131,JIO4G,4G,-93,0,220,
2025.04.21_18.18.58,77.900156,29.862173,JIO4G,4G,-96,0,220,
